datetime,timestamp[s],bgo_z1[keV],bgo_z0[keV],bgo_x1[keV],bgo_x0[keV],bgo_y1[keV],bgo_y0[keV],latX,lonX,latZ,lonZ
1970-01-01 00:00:00.006958573,0.006958573,0.0,0.0,0.0,0.0,0.0,106.929184,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.007168532,0.007168532,0.0,0.0,83.288956,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.008003751,0.008003752,0.0,0.0,1378.6456,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.008686144,0.008686144,0.0,0.0,183.18288,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.009195292,0.009195292,0.0,0.0,263.1737,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.009326300,0.0093263,0.0,0.0,177.63617,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.009326953,0.009326953,757.9493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.013178108,0.013178108,0.0,0.0,0.0,0.0,487.8729,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.013685032,0.013685032,0.0,108.20541,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.016197980,0.01619798,0.0,338.38913,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.016455458,0.016455458,0.0,0.0,222.8631,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.016642042,0.016642042,0.0,0.0,0.0,0.0,0.0,209.32713,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.018034123,0.018034123,0.0,0.0,96.490746,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.020015459,0.020015459,0.0,0.0,0.0,0.0,0.0,165.27312,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.024632862,0.024632862,81.853836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.025490557,0.025490557,0.0,0.0,0.0,0.0,0.0,192.52577,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.026087628,0.026087628,0.0,0.0,84.17291,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027042166,0.027042166,209.76215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027160233,0.027160233,0.0,0.0,149.27872,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027746407,0.027746407,261.07587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.028211710,0.02821171,496.04562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.029120855,0.029120855,0.0,0.0,0.0,0.0,0.0,140.62393,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.029120855,0.029120855,0.0,0.0,0.0,0.0,0.0,551.30145,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.029302510,0.02930251,0.0,0.0,411.99072,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.029687246,0.029687246,673.4061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.030537664,0.030537664,0.0,0.0,0.0,0.0,134.97314,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.030712380,0.03071238,1103.8756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.030968610,0.03096861,0.0,0.0,86.20789,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.031549287,0.031549287,0.0,89.63828,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032206472,0.032206472,0.0,0.0,411.4144,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032579081,0.032579081,0.0,163.96045,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032713147,0.032713148,0.0,0.0,197.35617,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032899263,0.032899264,0.0,0.0,103.61339,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.033787524,0.033787524,0.0,0.0,0.0,139.37402,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.033796894,0.033796894,1061.1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.033834383,0.033834383,0.0,0.0,133.67558,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.033914173,0.033914173,0.0,0.0,893.6424,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.033996105,0.033996105,0.0,0.0,0.0,0.0,0.0,115.37705,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.034191024,0.034191024,0.0,0.0,0.0,0.0,0.0,197.22911,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.034284361,0.034284361,0.0,0.0,0.0,0.0,215.90657,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.034448539,0.034448539,0.0,0.0,1013.55164,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.035136105,0.035136105,0.0,0.0,0.0,0.0,0.0,216.24355,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.035273317,0.035273317,0.0,0.0,1181.2323,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.035602418,0.035602418,0.0,0.0,1543.1768,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.035616414,0.035616414,0.0,0.0,0.0,0.0,252.76894,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.036303758,0.036303758,0.0,0.0,290.0665,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.036461798,0.036461798,0.0,0.0,953.46875,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.036804155,0.036804155,0.0,0.0,0.0,0.0,0.0,802.403,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.037619195,0.037619195,161.52988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.037956688,0.037956688,0.0,0.0,383.4564,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.038146390,0.03814639,0.0,0.0,315.3456,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.038436225,0.038436225,108.16468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.038833096,0.038833096,0.0,0.0,0.0,0.0,508.7691,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.039392367,0.039392367,0.0,0.0,0.0,0.0,915.5404,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.039600127,0.039600127,0.0,0.0,213.42769,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.040563550,0.04056355,0.0,0.0,663.7575,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.040563550,0.04056355,0.0,0.0,0.0,0.0,0.0,169.56953,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.040563550,0.04056355,0.0,0.0,0.0,0.0,0.0,776.57825,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.040981218,0.040981218,0.0,0.0,512.6707,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.041813919,0.041813919,0.0,0.0,813.62775,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.042290250,0.04229025,560.18726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.042364127,0.042364127,0.0,0.0,0.0,0.0,0.0,212.95245,0.0,0.0,-1.5707964,0.0
