datetime,timestamp[s],bgo_z1[keV],bgo_z0[keV],bgo_x1[keV],bgo_x0[keV],bgo_y1[keV],bgo_y0[keV],latX,lonX,latZ,lonZ
1970-01-01 00:00:00.000113492,0.000113492,0.0,0.0,0.0,0.0,126.51811,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.003397392,0.003397392,0.0,0.0,0.0,0.0,559.33496,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.010075474,0.010075474,0.0,0.0,147.35533,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.015420487,0.015420487,0.0,0.0,0.0,0.0,510.1279,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.016176754,0.016176754,0.0,0.0,169.31119,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.018558029,0.018558029,0.0,0.0,95.46758,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.020809658,0.020809658,0.0,0.0,0.0,0.0,138.39975,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.021474600,0.0214746,0.0,0.0,0.0,0.0,374.71112,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.022426427,0.022426427,0.0,0.0,0.0,0.0,416.27576,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.022649254,0.022649254,0.0,0.0,0.0,0.0,91.91039,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.026467433,0.026467433,264.96124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027091035,0.027091035,0.0,0.0,0.0,0.0,99.80146,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.030729897,0.030729897,0.0,0.0,0.0,0.0,234.16727,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032963228,0.032963229,0.0,0.0,0.0,0.0,158.97282,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.040477575,0.040477575,0.0,0.0,0.0,0.0,325.56302,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.041384858,0.041384858,0.0,116.89004,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
