datetime,timestamp[s],bgo_z1[keV],bgo_z0[keV],bgo_x1[keV],bgo_x0[keV],bgo_y1[keV],bgo_y0[keV],latX,lonX,latZ,lonZ
1970-01-01 00:00:00.001031084,0.001031084,0.0,263.1279,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.006821460,0.00682146,0.0,0.0,0.0,0.0,132.9791,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.008445315,0.008445315,0.0,0.0,0.0,0.0,0.0,164.14099,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.008893819,0.008893819,0.0,189.2843,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.018254256,0.018254256,0.0,0.0,0.0,0.0,140.91037,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.019093784,0.019093784,0.0,0.0,318.37732,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.021894102,0.021894102,0.0,0.0,81.42725,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027037198,0.027037198,0.0,0.0,0.0,0.0,810.86646,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027058372,0.027058372,0.0,0.0,0.0,105.13144,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.027903683,0.027903683,0.0,0.0,0.0,0.0,168.61159,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.028299582,0.028299582,0.0,0.0,133.53682,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.031830353,0.031830353,0.0,0.0,154.94218,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.038512878,0.038512878,0.0,0.0,421.22202,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.049652748,0.049652748,0.0,0.0,331.90076,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.052421241,0.052421241,0.0,0.0,0.0,0.0,150.50693,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.052587024,0.052587024,0.0,0.0,177.62607,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.052691532,0.052691532,0.0,0.0,0.0,125.303894,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.053215779,0.053215779,0.0,0.0,0.0,0.0,164.30145,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.054263174,0.054263174,0.0,0.0,164.66327,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.054370592,0.054370592,0.0,0.0,396.28738,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.054569955,0.054569955,0.0,0.0,0.0,0.0,465.14456,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.054655638,0.054655638,0.0,0.0,0.0,0.0,261.32556,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.054707586,0.054707586,0.0,0.0,590.8108,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.055452814,0.055452814,0.0,0.0,418.8989,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.055455290,0.05545529,0.0,0.0,0.0,0.0,115.674736,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.055728367,0.055728367,0.0,0.0,234.74854,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.056366085,0.056366085,101.90824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.056480305,0.056480305,0.0,0.0,0.0,0.0,359.8771,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.056566790,0.05656679,0.0,0.0,313.52945,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.056965057,0.056965057,0.0,0.0,317.5461,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
