datetime,timestamp[s],bgo_z1[keV],bgo_z0[keV],bgo_x1[keV],bgo_x0[keV],bgo_y1[keV],bgo_y0[keV],latX,lonX,latZ,lonZ
1970-01-01 00:00:00.005494263,0.005494263,149.92899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.006008317,0.006008317,0.0,107.17735,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.008039776,0.008039776,246.13644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.008039776,0.008039776,0.0,0.0,0.0,0.0,0.0,151.43228,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.012124617,0.012124617,0.0,0.0,0.0,0.0,318.75754,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.012729374,0.012729374,0.0,0.0,0.0,0.0,140.56198,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.019641343,0.019641343,167.41312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.020873746,0.020873746,157.39182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.022199535,0.022199535,498.66507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.024290059,0.024290059,0.0,192.13272,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.024457316,0.024457316,0.0,0.0,0.0,0.0,0.0,159.06172,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.030438414,0.030438414,100.83914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032546664,0.032546664,0.0,135.3283,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.032632354,0.032632354,174.41318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.033922201,0.033922201,0.0,223.47697,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.037340008,0.037340008,204.78844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.041762900,0.0417629,108.82468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.042767290,0.04276729,365.56598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.042985135,0.042985135,0.0,0.0,0.0,131.24721,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.042992625,0.042992625,121.64996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.043337609,0.043337609,0.0,334.76157,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.043353663,0.043353663,0.0,0.0,0.0,249.57912,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.044171082,0.044171082,0.0,0.0,0.0,0.0,0.0,234.65326,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.044437993,0.044437993,0.0,0.0,93.782326,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.044872006,0.044872006,0.0,0.0,0.0,0.0,0.0,199.99564,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.045319023,0.045319023,0.0,0.0,0.0,116.31741,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.045917226,0.045917226,0.0,271.29828,0.0,0.0,0.0,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.046150575,0.046150575,0.0,0.0,0.0,0.0,0.0,219.93742,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.046328717,0.046328717,0.0,0.0,0.0,0.0,93.250824,0.0,0.0,0.0,-1.5707964,0.0
1970-01-01 00:00:00.047353139,0.047353139,0.0,0.0,0.0,0.0,299.93518,0.0,0.0,0.0,-1.5707964,0.0
